jrsj（接入时间）|jgdm（机构代码）|jgmc（机构名称）|jglx（机构类型）|fddbr（法人代表）|jyfw（经营范围）|jjhy（经济行业）|jjlx（经济类型）|zcrq（注册日期）|pzjgdm（批准机构代码）|xzqh（行政区划）|jgdz（机构地址）|yzbm（邮政编码）|dhhm（电话号码）|bzrq（办证日期）|zfrq（作废日期）|bzjgdm（办证机构代码）|zczj（注册资金）|hbzl（货币种类）|wftzg（外方投资国）|zgrs（职工人数）|bgrq（变更日期）|zchm（注册号码）|zgjg（主管机构）|pzjg（批准机构）|zj（主键）|jj（简介）
2018-12-08 17:23:24|1273400|新疆警察学院|政法类||公办|教育||1950||乌鲁木齐市|长沙路校区（乌鲁木齐市新市区长沙路1108号）;米东校区（乌鲁木齐市米东区柏河乡开泰北路5428号）|830013|0991-73190109,0991-2385455||||||||2019-03-28 00:00:16||新疆|新疆||新疆警官高等专科学校是为适应新疆公安工作和队伍建设的需求，经国家教育部批准，于2001年5月11日成立的一所普通公安高等院校。学校目前分为校本部、南校区、北校区三大部分。学校自
2018-12-08 17:23:23|1402200|天津海运职业学院|综合类||公办|教育||1962||天津市|天津海河教育园区雅深路8号|300350|022-28779722,022-28779900,022-28779901||||||||2019-03-28 12:19:29||天津市教育委员会|天津市教育委员会||天津海运职业学院是天津市教委直属的以培养海运人才为主，具有工学、经济学、管理学等学科门类的综合性公办全日制高等职业院校，其办学历史可追溯到1962年成立的天津市科学技术进修
2018-12-08 17:23:22|1280800|苏州农业职业技术学院|农林类||公办|教育||2001||苏州市|苏州市西园路279号|215008|0512-66098507,0512-66098509||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||苏州农业职业技术学院始建于清光绪三十三年(1907年)，初名为苏州府官立农业学堂。学院秉承“励志耕耘，树木树人”的校训，致力于打造“江南农耕文化弘扬者、园艺职业教育开拓者、苏
2018-12-08 17:23:22|1272600|黑龙江农业工程职业学院|农林类||公办|教育||2001||哈尔滨市|哈尔滨市南岗区哈双路348号|150088|0451-86355551,0451-85955551,0451-86721247||||||||2019-03-28 12:19:29||黑龙江省农委|黑龙江省农委||黑龙江农业工程职业学院创建于1949年,前身为黑龙江省农业机械化学校,是新中国最早创建的专门培养农业机械化和经济管理人才的专业学校。2001年经黑龙江省人民政府批准，更名晋升为黑龙
2018-12-08 17:23:23|9003500|解放军军械工程学院|军事类||公办|教育||2000||石家庄市|河北省石家庄市和平西路97号|050003|0311-87992225||||||||2019-04-08 17:20:58||解放军总装备部|解放军总装备部||中国人民解放军军械工程学院是一所以工为主，工学、军事学、管理学、哲学等学科门类比较齐全的学历教育院校，是全国重点高等院校，隶属于中国人民解放军总装备部。学院复建于1974年
2018-12-08 17:23:25|1443700|南昌师范学院|师范类||公办|教育||1952||南昌市|南昌市经济开发区瑞香路889号|330032|0791-83816017,0791-83811781,0791-83818931||||||||2019-03-28 12:19:29||江西省|江西省||南昌师范学院前身是成立于1952年的江西省中等师资进修学校，1956年更名为南昌师范专科学校，1958年创办江西教育学院，是江西省最早创办的八所本科高校之一，第一任省长邵式平同志为学
2018-12-08 17:23:23|1267300|内蒙古电子信息职业技术学院|理工类||公办|教育||1981||呼和浩特市|内蒙古呼和浩特市赛罕区苏尔干街8号|010070|0471-4909810,0471-4909551,0471-4909771||||||||2019-03-28 12:19:29||内蒙古自治区教育厅|内蒙古自治区教育厅||内蒙古电子信息职业技术学院是国办全日制高等院校，国家示范性软件职业技术学院，自治区示范性高等职业院校。设有软件工程系、电子工程系、计算机科学系、信息管理系、数字&yacute;
2018-12-08 17:23:22|1371200|茂名职业技术学院|理工类||公办|教育||1986||茂名市|文明北校区：广东省茂名市文明北路232号；水东湾新城校区:茂名市电白区沙院镇海城五路1号|525000|0668-2920126,0668-2920128||||||||2019-03-28 12:19:29||茂名市人民政府|茂名市人民政府||茂名职业技术学院是广东省住房和城乡建设厅、茂名市人民政府共建高校，2004年经广东省人民政府批准成立，是茂名市第一所全日制公办高等职业技术院校，学校前身是创建于1986年的国家
2018-12-08 17:23:22|1342000|南昌职业学院|综合类||民办|教育||1993||南昌市|江西省南昌市湾里区翠岩路200号|330500|0791-87190000,0791-87191111||||||||2019-03-28 00:00:16||江西省教育厅|江西省教育厅||南昌职业学院是经江西省人民政府批准、国家教育部备案的全日制国家统招普通高等学校，座落在“物华天宝、人杰地灵”的历史文化名城——南昌市，是江西省唯一以省会城市命名的高职
2018-12-08 17:23:22|1263900|南充职业技术学院|综合类||公办|教育||1904||南充市|四川省南充市小龙镇宏发路|637131|0817-2702232,0817-2706598,0817-3542716||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||南充职业技术学院是经四川省人民政府批准、国家教育部备案的全日制普通高等学校,坐落在嘉陵江中游的川东北中心城市、千年绸都——南充市。南充是共和国开国元帅朱德和首任国家副主
2018-12-08 17:23:22|1123600|河北体育学院|体育类||公办|教育||1984||石家庄市|河北省石家庄市学府路82号|050041|0311-85337585,0311-85337658||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||河北体育学院1958年始建于天津，1984年恢复重建于河北省省会石家庄，1985年由原国家教委正式批准建院，是河北省唯一一所独立建制的本科体育专业院校。学院学府路校区位于石家庄市北部
2018-12-08 17:23:23|1392600|新疆交通职业技术学院|理工类||公办|教育||2000||乌鲁木齐市|新疆乌鲁木齐市米东区永顺街478号|831401|0991-7902006,0991-3392000,0991-3392069||||||||2019-03-28 00:00:16||新疆维吾尔自治区教育厅|新疆维吾尔自治区教育厅||学院是自治区唯一一所以培养交通运输类专门人才为主的综合性高等职业院校，隶属于自治区交通运输厅，受自治区教育厅、人力资源和社会保障厅业务指导。学院占地855亩，建筑面积18万
2018-12-08 17:23:23|1310700|徐州工业职业技术学院|理工类||公办|教育||1964||徐州市|徐州市鼓楼区襄王路1号|221140|0516-85782003,0516-85782059,0516-85782000||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||●江苏省高水平高职院校建设单位，江苏省示范性高职院校●连续三次荣获“全国高等职院校服务贡献50强”●荣获“全国高职院校国际影响力50强”●教育部第三批现代学徒制试点单位●全
2018-12-08 17:23:22|1279800|上海济光职业技术学院|理工类||民办|教育||1993||上海市|宝山校区地址为上海市宝山区水产路2859号；杨浦校区地址为上海市杨浦区武东路51号|201901|021-66761012,18801931998,021-36020098||||||||2019-03-28 12:19:29||上海市教育委员会|上海市教育委员会||上海济光职业技术学院是1993年由同济大学退休教师举办，经上海市人民政府批准成立，2001年纳入全国普通高等教育统一招生计划的全日制普通高等院校。学院实行董事会领导下的校长负责
2018-12-08 17:23:23|1283300|兰州职业技术学院|综合类||公办|教育||2001||兰州市|兰州市安宁区刘沙公路37号（总校区）；兰州市城关区雁儿湾路191号（雁儿湾校区）|730070|0931-7785145,0931-7652169,0931-7785113||||||||2019-03-28 12:19:29||全日制普通高等职业学校|全日制普通高等职业学校||兰州职业技术学院是兰州市政府所属的全日制普通高等职业院校。现有总校区、雁儿湾校区、桃林校区3个校区，占地面积462亩，建筑面积22万平米。设3个学院、7个系、4个教学部、1个中心。
2018-12-08 17:23:24|1068600|保山学院|综合类||公办|教育||1905||保山市|云南省保山市隆阳区远征路16号|678000|0875-2864662,0875-2864663,0875-2864678||||||||2019-03-28 00:00:16||云南省教育厅|云南省教育厅||历史沿革:保山学院位于云南省保山市，办学历史可以追溯到1905年创办的“永昌师范学堂”。1978年4月经教育部批准成立保山师范专科学校。2009年4月经教育部批准升格为保山学院，实行省市
2018-12-08 17:23:24|1361700|安徽师范大学皖江学院|师范类||民办|教育||2004||芜湖市|安徽省芜湖市九华北路171号|241008|0553-5773139,0553-5771509||||||||2019-03-28 00:00:16||安徽省教育厅|安徽省教育厅||安徽师范大学皖江学院是经教育部批准设立，由安徽师范大学按照新机制、新模式举办的全日制本科高等学校。安徽师范大学是安徽省建校最早的高等学府，是安徽省人民政府与教育部共建
2018-12-08 17:23:22|1240800|河北政法职业学院|政法类||公办|教育||1949||石家庄市|河北省石家庄市新华区友谊北大街569号|050061|0311-87115208,0311-87115207,0311-87115522||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||河北政法职业学院坐落于石家庄市新华区友谊北大街，是一所与共和国同龄的学校。学院现有三个校区，占地面积1229亩，总建筑面积27万余平方米。校本部位于友谊北大街569号，北院位于学
2018-12-08 17:23:22|1392700|广州华南商贸职业学院|综合类||民办|教育||2005||广州市|校本部：广州市天河区天源路740号；白云校区：广州市白云区钟落潭长腰岭长学路66号|510650|020-87025321,020-87024172||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||广州华南商贸职业学院是2005年经广东省人民政府批准，国家教育部备案的全日制民办普通高等学校。学院于2017年8月并入广东南博教育集团，依托南博教育集团雄厚的办学实力与办学优势，
2018-12-08 17:23:25|9999999|现代城市学院|||民办|教育||2000||北京市|北京市房山区窦店镇白草洼|102433|4008051079||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||据国家与社会发展战略研究中心预测显示，在当下及未来城市基础设施建设与电子商务领域将会进入了一个超速发展的时期。建筑企业都即将在基础设施建设领域发展的大趋势下迅猛扩张，
2018-12-08 17:23:23|1387500|海南经贸职业技术学院|财经类||公办|教育||1984||海口市|海南省海口市桂林洋高校区|571127|0898-60831388,0898-65922033||||||||2019-03-28 12:19:29||海南省教育厅|海南省教育厅||海南经贸职业技术学院创建于1984年，是一所以培养财经类高素质技术技能型人才为主的国有公办高校，是国家骨干高职院校、全国职业院校魅力校园、全国职业院校就业竞争力示范校、全国
2018-12-08 17:23:22|1256500|北京经贸职业学院|财经类||民办|教育||1982||北京市|北京市房山区良乡高教园区|102488|010-80362306,010-80362307,010-80362308||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京经贸职业学院，是经北京市人民政府批准、教育部备案，具有独立颁发高等教育学历证书资格的普通高校，参加全国计划内普通高校统一招生，国家承认学历。北京经贸职业学院前身是
2018-12-08 17:23:24|1068500|普洱学院|师范类||公办|教育||1978||普洱市|云南省普洱市思茅师范高等专科学校招生就业处|665000|0879-2301198||||||||2019-03-28 12:19:29||云南省教育厅|云南省教育厅||普洱学院坐落在云南省普洱市市区，前身是思茅师范高等专科学校，于1977年开始筹建，1978年10月正式招生，2012年3月升格为普洱学院，至今已有40年办学历史。学校占地面积2024亩，建筑面积1
2018-12-08 17:23:24|1275800|重庆城市管理职业学院|综合类||公办|教育||1984||重庆市|重庆市沙坪坝区虎溪重庆大学城|401331|023-65626666,023-65626165||||||||2019-03-28 00:00:16||重庆市教育委员会|重庆市教育委员会||重庆城市管理职业学院是由重庆市人民政府举办、国家民政部与重庆市人民政府共建的公办全日制普通高等学校，是国家示范性骨干高职院校、全国职业教育先进单位、全国普通高校毕业生
2018-12-08 17:23:23|1396700|重庆工商职业学院|综合类||公办|教育||2005||重庆市|九龙坡区九龙科技园华龙大道1号楼102室|400052|023-68613751,023-68465940||||||||2019-03-28 00:00:16||重庆市教育委员会|重庆市教育委员会||重庆工商职业学院是由重庆市人民政府举办，经教育部批准设立的公办全日制普通高等学校，面向全国招生，同时也是国家批准的留学生招生单位。学校是中国教育部确立的国家骨干高职院
2018-12-08 17:23:25|1330300|哈尔滨剑桥学院|综合类||民办|教育||1995||哈尔滨市|哈尔滨市香坊区哈平路239号|150069|0451-86615811,0451-86615822,0451-86615833||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||哈尔滨剑桥学院是教育部批准的国家计划内统一招生的民办普通本科高等院校(教育部代码13303),由东方剑桥教育集团投资创办于1996年。学院经过20年的发展，已成为全日制本科万人大学。校
2018-12-08 17:23:24|1222200|贵州交通职业技术学院|理工类||公办|教育||1958||贵阳市|贵州省贵阳市云岩区白云大道224号|550008|0851-88133666,0851-84704694||||||||2019-03-28 12:19:29||贵州省教育厅|贵州省教育厅||贵州交通职业技术学院是经贵州省人民政府批准成立，国家教育部备案的全日制普通高校。是一所以交通为特色的综合性高职院校，也是贵州省目前唯一的国家示范性高职院校。学院以培养
2018-12-08 17:23:22|1296200|广东省外语艺术职业学院|综合类||公办|教育||1978||广州市|五山校区：广州市天河区瘦狗岭路463号；燕岭校区：广州市天河区燕岭路495号|510507|020-38458158,020-38458086||||||||2019-03-28 00:00:16||广东省教育厅|广东省教育厅||广东省外语艺术职业学院是由广东省人民政府举办的全日制普通高等职业院校。学校的前身是广东省人民政府1978年举办的广东外国语师范学校和1983年举办的广东艺术师范学校，2001年12月经
2018-12-08 17:23:24|1415800|石家庄人民医学高等专科学校|医药类||民办|教育||1992||石家庄市|河北省石家庄市红旗南大街汇丰西路18号|050091|0311-85349858,0311-83818098,0311-85933950||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||石家庄人民医学高等专科学校创办于1992年，是经教育部批准设立的全日制普通高校，占地面积293亩，校舍总建筑面积13.1万平方米，其中教学科研、行政及辅助用房7万平方米，学生公寓和其
2018-12-08 17:23:23|1259400|沈阳职业技术学院|综合类||公办|教育||1953||沈阳市|总院办学地点；沈阳市大东区劳动路32号；分院：沈阳市沈河区文萃路124号|110045|024-88252211,024-88252727||||||||2019-03-28 00:00:16||沈阳市政府|沈阳市政府||在中国东北经济文化中心，辽宁省省会沈阳，有一方高技能人才的沃土，一个高素质人才的摇篮，她，就是沈阳职业技术学院。春去秋来，1.6万余名师生在这里朝夕相伴、教学相长，一代代
2018-12-08 17:23:23|1207200|安徽商贸职业技术学院|财经类||公办|教育||2000||芜湖市|安徽省芜湖市弋江区文昌西路24号|241002|0553-5971066,0553-5971046||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||安徽商贸职业技术学院是2000年经省政府批准、教育部备案，由百年老校安徽省商业学校和安徽商业职工大学合并建立的公办全日制专科层次的高等职业院校，隶属于安徽省教育厅。学院秉承
2018-12-08 17:23:24|1265800|湖南理工学院南湖学院|理工类||民办|教育||2002||岳阳市|湖南省岳阳市学院路|414006|0730-8648876,0730-8640244||||||||2019-03-28 00:00:16||湖南省教育厅|湖南省教育厅||一、学院概况湖南理工学院南湖学院是2002年6月经湖南省人民政府批准成立，2003年经教育部首批确认的全日制本科独立学院。2005年1月，学院在教育部办学条件专项检查评估中获得好评;2007、
2018-12-08 17:23:23|1183700|桂林旅游学院|财经类||公办|教育||1985||桂林市|广西桂林市雁山区良丰路26号|541006|0773-3690077,0773-3690122,0773-3696565||||||||2019-03-28 12:19:29||广西壮族自治区教育厅|广西壮族自治区教育厅||桂林旅游学院创办于1985年，原名桂林旅游专科学校;1994年更名为桂林旅游高等专科学校;2015年升格为桂林旅游学院，是我国两所独立建制全日制公办旅游本科院校之一。学校现有雁山、骖鸾
2018-12-08 17:23:23|1393200|陕西经济管理职业技术学院|财经类||公办|教育||1949||西安市|友谊校区：西安市友谊西路175号：雁塔校区：西安市雁南一路503号|710068|029-88427211,029-88419444||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||陕西经济管理职业技术学院是陕西省人民政府批准，国家教育部备案，由省政府领导的正厅级全日制公办普通高等职业院校，与陕西省行政学院为一套机构。院长由省政府秘书长兼任。学院
2018-12-08 17:23:24|1359700|太原科技大学华科学院|理工类||民办|教育||2002||太原市|太原市晋祠路二段264号|030021|0351-6998011,0351-6963311,0351-6998013||||||||2019-03-28 00:00:16||山西省教育厅|山西省教育厅||太原科技大学华科学院是一所以机械类、材料类、电子信息类等专业为特色，以高素质应用型人才培养为目标，由太原科技大学和山西省导通科技公司联合创办的一所独立学院。学院位于太
2018-12-08 17:23:24|1251000|陕西能源职业技术学院|理工类||公办|教育||1953||咸阳市|校本部：陕西省咸阳市文林路中段医学校区：西安市临潼区韩峪平峪路|712000|029-33665103,029-33665101,029-33665102||||||||2019-03-28 12:19:29||陕西省教育厅|陕西省教育厅||陕西能源职业技术学院是一所由陕西省人民政府举办的全日制普通高等职业院校，其前身创建于1953年。2001年，经陕西省人民政府批准，由原国家级重点中专陕西煤炭工业学校、省部级重点
2018-12-08 17:23:22|1206500|四川电力职业技术学院|理工类||公办|教育||1917||成都市|成都市温江区春江南路666号|610072|028-87348543,028-87396852,028-82614666||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||四川电力职业技术学院是一所专科层次全日制普通高等学校，国家公办，隶属于国家电网公司，始建于1917年，是一所拥有百年办学历史的行业学校，也是全国电力行业唯一的国家示范性高等
2018-12-08 17:23:22|1005100|北京舞蹈学院|艺术类||公办|教育||1954||北京市|北京海淀区万寿寺路一号|100081|010-68935788,010-68451413||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京舞蹈学院是一所以高素质舞蹈人才培养、高水平舞蹈理论研究和作品创作为主要任务的全日制普通高等学校。学校前身为北京舞蹈学校，始建于1954年，是新中国第一所专业舞蹈学校。197
2018-12-08 17:23:25|1365300|遵义医科大学医学与科技学院|医药类||民办|教育||2001||遵义市|贵州省遵义市新蒲新区学府西路6号|563000|0851-28204791,0851-28205801||||||||2019-04-26 19:17:44||贵州省教育厅|贵州省教育厅||遵义医学院医学与科技学院坐落于历史文化名城遵义市，是由高科教育科技(北京)有限公司(简称"高科教育科技")与遵义医学院联合举办的全日制本科独立学院。2001年5月经教育部批准创建，
2018-12-08 17:23:22|1293800|江西应用科技学院|综合类||民办|教育||1958||南昌市|江西省南昌市新建区联福大道001号|330100|0791-83653888,0791-83653777,0791-83653666||||||||2019-03-28 00:00:16||江西省教育厅|江西省教育厅||江西应用技术职业学院是江西省政府主办、省国土资源厅主管的副厅级全日制公办高职学院。学校地处“四省通衢”的中心城市、全国文明城市、国家森林城市――江西省赣州市(城市环境优
2018-12-08 17:23:24|1362300|长春大学旅游学院|综合类||民办|教育||2000||长春市|长春市双阳区奢岭高校文化园区|130607|0431-89811555,0431-89811666,0431-89811777||||||||2019-03-28 12:19:29||吉林省教育厅|吉林省教育厅||长春大学旅游学院创建于2000年，2004年经教育部确认为独立学院，是一所以文为主的多科性民办独立学院。学校为吉林省太阳神建筑装饰工程有限公司与长春大学联合举办，2017年由于公司(吉
2018-12-08 17:23:23|1305900|滁州职业技术学院|理工类||公办|教育||2002||滁州市|安徽省滁州市丰乐大道2188号（龙蟠校区）|239000|0550-3854668,0550-3854670,0550-3854672||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||滁州职业技术学院是滁州市人民政府举办的综合性普通高等职业院校。学院位于皖东历史文化名城、南京都市圈和合肥经济圈核心城市——滁州市，紧邻国家4A级风景名胜区琅琊山和四大名
2018-12-08 17:23:24|1266100|湖南中医药大学湘杏学院|医药类||民办|教育||1934||长沙市|湖南省长沙市雨花区韶山中路113号|410007|0731-85381080||||||||2019-03-28 00:00:16||湖南省教育厅|湖南省教育厅||湖南中医药大学湘杏学院是经教育部和湖南省人民政府批准成立国家承认学历的全日制本科独立学院，系湖南中医药大学属下的二级法人机构，实行董事会领导下的院长负责制。董事长由湖
2018-12-08 17:23:24|1324800|湖北汽车工业学院科技学院|理工类||民办|教育||2003||十堰市|湖北省十堰市张湾区车城西路167号|442002|0719-8262142,0719-8245131||||||||2019-03-28 00:00:16||湖北省教育厅|湖北省教育厅||湖北汽车工业学院科技学院是一所经国家教育部批准设立的本科层次独立学院。坐落于世界著名道教文化圣地武当山北麓、汉江秀水之滨、南水北调源头、中国商用车之都的湖北省十堰市。
2018-12-08 17:23:23|1087000|重庆航天职业技术学院|理工类||公办|教育||1983||重庆市|重庆市江北区红石路255号|400021|023-67613088,023-67607155,023-6685721||||||||2019-03-28 00:00:16||重庆市教育委员会|重庆市教育委员会||◆中国人民解放军定向培养直招士官高校◆教育部“首批现代学徒制试点院校”◆教育部“职业院校教学诊断与改进工作试点院校”◆教育部“国防教育特色学校”◆重庆市“示范性高等职
2018-12-08 17:23:24|1418700|包头铁道职业技术学院|理工类||公办|教育||2008||包头市|内蒙古包头市九原区职业教育园区平安大道7号|014060|0472-5253254,0472-5253444,0472-5253151||||||||2019-03-28 00:00:16||内蒙古自治区教育厅|内蒙古自治区教育厅||包头铁道职业技术学院是2008年元月，经自治区人民政府批准，国家教育部备案的公办全日制高等职业技术院校。学院以高等职业教育为主，同时兼有中等职业教育职能。学院现有各类在校学
2018-12-08 17:23:24|1392400|湖南交通工程学院|理工类||民办|教育||1991||衡阳市|湖南省衡阳市蒸湘区|421001|0734-8815001,0734-8815008||||||||2019-03-28 00:00:16||湖南省教育厅|湖南省教育厅||湖南交通工程学院是一所全日制普通本科高校，坐落在全国历史文化名城、中国优秀旅游城市、国家级承接产业转移示范区、全国信息化城市50强、全国现代服务业综合改革试点城市、国家
2018-12-08 17:23:23|1310100|常州轻工职业技术学院|理工类||公办|教育||1958||常州市|江苏省常州市武进区鸣新中路28号|213164|0519-86335008,0519-86335009||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||常州工业职业技术学院，前身为常州轻工职业技术学院，是江苏省教育厅主管的公办全日制普通高等学校。学院创办于1958年，有近60年的行业特色办学历史，为江苏省示范性高职学院。学院
2018-12-08 17:23:24|1394600|咸阳职业技术学院|综合类||公办|教育||2004||咸阳市|咸阳市沣河新区统一大道|712000|029-33681888,029-33681999||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||咸阳职业技术学院(英文：XianyangVocational&amp;TechnicalCollege)，简称咸阳职院(XVTC)，经陕西省人民政府批准、国家教育部备案成立，是陕西知名的综合性全日制公办普通高校，国家首批优质高职
2018-12-08 17:23:24|1363700|温州商学院|综合类||民办|教育||1999||温州市|温州市茶山高教园区|325035|0577-86698888||||||||2019-03-28 00:00:16||浙江省教育厅|浙江省教育厅||温州商学院是目前浙南地区唯一一所商科类本科院校，前身是被誉为中国高水平独立学院的温州大学城市学院。★特色鲜明的本科试点院校温州商学院是国家教育体制改革试点院校，已获批
2018-12-08 17:23:23|9001800|中国人民解放军陆军防化学院|军事类||公办|教育||2000||北京市|北京市妙峰山中国人民解放军防化指挥工程学院|100000|010-69760533,66761229||||||||2019-03-28 00:00:16||解放军总参谋部|解放军总参谋部||中国人民解放军防化指挥工程学院位于北京市昌平区，占地近3000亩，隶属于中国人民解放军总参谋部，是全军唯一的培养防化指挥与工程技术人才的综合型高等院校。中国人民解放军防化指
2018-12-08 17:23:24|1374800|无锡城市职业技术学院|财经类||公办|教育||2004||无锡市|江苏省无锡市惠山区钱藕路12号（无锡市职教园内）|214153|0510-85522620,0510-83276099||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||无锡城市职业技术学院，坐落于太湖之滨的无锡职教园，风景怡人，环境优美。追溯历史，这所无锡唯一的市属高职院校可谓古老而又年轻。2004年，无锡市干部学校、无锡市职工大学、无锡
2018-12-08 17:23:22|1307300|石家庄信息工程职业学院|综合类||公办|教育||2002||石家庄市|石家庄市高新区信工路18号|050035|0311-85327001,0311-85327002||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||石家庄信息工程职业学院是经河北省人民政府批准、国家教育部备案、面向全国招生的国办全日制高等职业院校。学院为河北省职业与成人教育先进单位、河北省文明单位、河北省先进基层
2018-12-08 17:23:24|1325700|湖北文理学院理工学院|理工类||民办|教育||2003||襄阳市|湖北省襄阳市襄城区尹集东街28号|441025|0710-3808177,0710-3806222||||||||2019-03-28 00:00:16||湖北省教育厅|湖北省教育厅||湖北文理学院理工学院是经国家教育部批准的全日制二本院校、于2003年6月成立的一所面向全国招生的多科性普通本科独立学院。目前学校设有本、专科专业38个，在校生近6000人。学校位于
2018-12-08 17:23:24|1394700|西安职业技术学院|综合类||公办|教育||2006||西安市|西安市雁塔区鱼斗路251号|710077|029-84492916,029-84492923||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||西安职业技术学院是经陕西省人民政府批准，教育部备案，西安市人民政府举办的一所综合类全日制高等职业技术学院。学院在长期办学实践中，为国家培养了数以万计的生产、建设、服务
2018-12-08 17:23:23|1083500|漯河职业技术学院|理工类||公办|教育||1999||漯河市|河南省漯河市大学路123号|462000|0395-5983516,0395-2127856,0395-2921209||||||||2019-03-28 12:19:29||河南省教育厅|河南省教育厅||河南工业大学漯河工学院学院简介河南工业大学漯河工学院由河南工业大学和漯河市政府合作举办，是经河南省教育厅批准的河南工业大学的二级学院，主要培养区域经济社会发展需要的本
2018-12-08 17:23:22|1392900|广州城市职业学院|综合类||公办|教育||1962||广州市|广州市白云区广园中路248号；广园校区南校区：广州市广园中路248号|510405|020-86375471,020-86375473||||||||2019-03-28 00:00:16||广东省教育厅|广东省教育厅||广州城市职业学院是2005年3月经广东省人民政府批准、国家教育部备案，由广州市人民政府举办的高等职业院校。学院于2005年9月揭牌成立。2009年5月，广州市政府批准学院加挂“广州社区学
2018-12-08 17:23:22|1256600|北京经济技术职业学院|财经类||民办|教育||2003||北京市|北京东燕郊开发区北京经济技术职业学院|065202|010-61595668,010-61595685||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京经济技术职业学院是2003年3月经北京市人民政府批准、国家教育部备案，参加国家计划内统一招生，具有独立颁发国家承认的大专学历文凭资格的全日制民办普通高等学校。学院设有6个
2018-12-08 17:23:24|1325000|湖北民族大学科技学院|理工类||民办|教育||2003||恩施土家族苗族自治州|湖北省恩施市龙洞河路|445000|0718-8438998,0718-8965960||||||||2019-03-28 00:00:16||湖北省教育厅|湖北省教育厅||湖北民族学院科技学院是2003年经湖北省人民政府批准设立，国家教育部于2004年正式审批确认的普通本科高校。学院现设有医学院、经济与管理学院、建筑与设计学院、文化与传媒学院、音
2018-12-08 17:23:25|1332500|宁夏大学新华学院|综合类||民办|教育||2002||银川市|宁夏银川市西夏区贺兰山西路686号|750021|0951-2062548||||||||2019-03-28 00:00:16||宁夏回族自治区教育厅|宁夏回族自治区教育厅||宁夏大学新华学院座落于国家历史文化名城银川市，是由宁夏大学按照新机制、新模式举办的一所全日制普通本科高等学校，2002年3月经自治区人民政府批准成立，2004年1月教育部正式予以确
2018-12-08 17:23:24|1328300|浙江农林大学暨阳学院|农林类||民办|教育||2000||绍兴市|浙江省绍兴市诸暨市浦阳路77号|311800|0571-87760666||||||||2019-03-28 12:19:29||浙江省教育厅|浙江省教育厅||浙江农林大学暨阳学院前身为浙江林学院天目学院，是2000年由浙江林学院(浙江农林大学前身)创办，经浙江省人民政府批准的全日制本科独立学院，2004年经教育部重新确认。2011年浙江农林
2018-12-08 17:23:23|1286500|浙江商业职业技术学院|财经类||公办|教育||1911||杭州市|杭州市滨江区滨文路470号浙江商业职业技术学院招生就业处|310053|0571-58108888,0571-58108080||||||||2019-03-28 12:19:29||浙江省教育厅|浙江省教育厅||浙江商业职业技术学院前身为创办于1911年的杭州中等商业学堂。一百多年来，学校秉承“诚、毅、勤、朴”的校训，坚持“育人为本，服务社会”的办学方针，培养了一大批专业技术人才，
2018-12-08 17:23:22|1392800|广州华立科技职业学院|综合类||民办|教育||1999||广州市|广州校区：广州市增城区广州华立科技园华立路7号；云浮校区：云浮市云安区都杨镇云祥大道55号|511325|020-82906888,020-32801002,020-32801003||||||||2019-03-28 00:00:16||广东省教育厅|广东省教育厅||广州华立科技职业学院，是一所经广东省人民政府批准、国家教育部备案，专科层次的全日制普通高等院校，面向省内外招收普通高等教育国家任务生。学院秉承“质量立校，特色兴校”的
2018-12-08 17:23:22|1244800|北京农业职业学院|农林类||公办|教育||1958||北京市|南校区：北京市房山区长阳镇稻田南里5号;北校区：北京市海淀区香山普安店29号|100093|010-80358899,010-82595825||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京农业职业学院是经北京市人民政府批准、国家教育部备案的全日制公立普通高等学校，隶属于北京市农村工作委员会，教育主管部门为北京市教育委员会。学院溯源于1958年建校的北京市
