北京东方国信科技股份有限公司|管连平|010-84866666|investor@bonc.com.cn|www.bonc.com.cn|北京市朝阳区创达三路1号院1号楼7层101|105668.009万|1997-07-28|在业|110105002496292|91110000633027609B|633027609|91110000633027609B|股份有限公司(上市、自然人投资或控股)|2008-06-30至无固定期限|软件和信息技术服务业||2018-11-20|104996.948万|1000-4999人|1977|朝阳分局||Business-intelligence of Oriental Nations Corporation Ltd.|北京市朝阳区创达三路1号院1号楼7层101附近公司|计算机软硬件、机电一体化产品、计算机系统集成的技术开发、技术咨询、技术服务、技术培训、技术转让；销售自行开发后产品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表；租赁计算机软硬件；企业策划；信息咨询（中介除外）；市场调查；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；出租办公用房；物业管理；计算机系统服务；合同能源管理；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务）。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）|北京东方国信科技股份有限公司（以下简称&quot;东方国信公司&quot;）成立于1997年，是信息产业部认定的软件企业和北京市中关村高新技术企业，并通过了ISO9001:2000质量管理体系认证。东方国信公司长期致力于中国国内电信领域的BI（商业智能）、CRM（客户关系管理）、CTI等软件开发、服务与解决方案，拥有多项软件产品专利，是中国联通和中国电信的业务支撑系统的核心合作厂商之一，也是中国铁通业务支撑的三家核心厂商之一。同时，公司在软件外包和业务流程外包方面取得飞速发展，分别在大连和重庆建立软件服务外包基地。2011年01月25日，北京东方国信科技股份有限公司（股票代码：300166，公司简称：东方国信）1月14日发行的1017.6万股A股股票，今日在深圳证券交易所挂牌。
中科天道新能源有限公司|王中|0476-8831210|77451495@qq.com||内蒙古自治区赤峰市克什克腾旗经棚镇经棚路汽车站综合楼西18号大厅|17200万|2008-05-05|存续|150425000002024|91150425674370307T|674370307|91150425674370307T|其他有限责任公司(1190)|2008-05-05至2029-05-04|电力、热力生产和供应业||2017-08-17|16560万|||克什克腾旗工商行政管理局||Zhongke Tiandao New Energy Co.,Ltd.|内蒙古自治区赤峰市克什克腾旗经棚镇经棚路汽车站综合楼西18号大厅附近公司|许可经营项目：无 一般经营项目：可再生能源开发建设、生产销售、系统工程技术研发，开展ＣＤＭ项目（即减少二氧化碳排放议定协议），可再生能源委托服务；购电、售电；城市燃气供热系统开发；供水系统开发；海水淡化；环保材料生产、销售|
赤峰亿辰置业有限公司|董彦龙|13947663686|||克什克腾旗经棚宾馆201室|2500万|2010-05-20|存续|150425000006655|9115042555546540XA|55546540X|9115042555546540XA|有限责任公司(自然人投资或控股)(1130)|2010-05-20至2020-05-19|房地产业||2016-05-11|2300万|||克什克腾旗工商行政管理局|克什克腾旗百氏置业有限公司||克什克腾旗经棚宾馆201室附近公司|许可经营项目：无 一般经营项目：房地产开发、房屋租赁|赤峰亿辰置业有限公司成立于2010年05月20日，主要经营范围为许可经营项目：无一般经营项目：房地产开发、房屋租赁等。
内蒙古金沐伦葡萄酒有限公司|王志刚||||内蒙古自治区赤峰市克什克腾旗土城子镇十里铺村八里庄组|8000万|2018-08-17|存续||91150425MA0Q02L18M|MA0Q02L18|91150425MA0Q02L18M|有限责任公司(自然人投资或控股)(1130)|2018-08-17至无固定期限|酒、饮料和精制茶制造业||2018-12-11||||克什克腾旗工商行政管理局|||内蒙古自治区赤峰市克什克腾旗土城子镇十里铺村八里庄组附近公司|预包装食品、散装食品（不含乳制品）销售；葡萄酒、果菜汁饮料的研发、制造、销售。|
内蒙古草原金峰畜牧有限公司|李瑞|0476-5911178|jinfengjituan@sina.com|www.nmgcyjf.com|内蒙古克什克腾旗浩来呼热|5150万|2005-12-26|存续|150425000003923|911504257830119958|783011995|911504257830119958|其他有限责任公司(1190)|2005-12-26至无固定期限|畜牧业||2017-07-07|5150万|||克什克腾旗工商行政管理局|内蒙古草原金峰畜牧集团有限公司|Inner Mongolia Grassland Jinfeng Livestock Group Co.,Ltd.|内蒙古克什克腾旗浩来呼热附近公司|许可经营项目：无 一般经营项目：种羊培育生产、推广、销售。 绵羊毛加工、肉羊繁育技术引进、推广及服务，肉羊、肉牛生产、销售|
克什克腾旗山金矿业有限公司|战乙荣|13404882872|||内蒙古自治区赤峰市克什克腾旗经棚镇光明村驻地|300万|2010-07-29|存续|150425000007061|911504255581341716|558134171|911504255581341716|其他有限责任公司(1190)|2010-07-29至2020-07-28|批发业||2016-03-23|300万|||克什克腾旗工商行政管理局|||内蒙古自治区赤峰市克什克腾旗经棚镇光明村驻地附近公司|许可经营项目：一般经营项目：矿产品加工、销售|
内蒙古食花百草羊牧业有限公司|张友先|15911186077|||内蒙古自治区赤峰市克什克腾旗经棚镇经锡路西郊（鹤翔清真肉食品有限责任公司办公室4.5号房间）|5000万|2017-05-26|存续|150425000022902|91150425MA0NC4N350|MA0NC4N35|91150425MA0NC4N350|有限责任公司(自然人投资或控股)(1130)|2017-05-26至2047-05-26|农副食品加工业||2018-09-03|520万|||克什克腾旗工商行政管理局|||内蒙古自治区赤峰市克什克腾旗经棚镇经锡路西郊（鹤翔清真肉食品有限责任公司办公室4.5号房间）附近公司|牛、羊养殖、销售；牛、羊肉及其他肉制品、速冻食品[速冻其他食品（速冻肉制品）]加工、销售；农副土特产、水产品、预包装食品、散装食品、调味料、乳制品加工、、销售；牛、羊肉进出口（但国家限定公司经营或者禁止进出口的商品和技术除外）；农业观光旅游；网上销售牛肉、羊肉；组织文化艺术交流、会议会展服务；设计、制作、代理、发布广告；销售电子产品、文化用品、日用百货、建筑材料、工艺品、服装、针纺织品、塑料制品。|
内蒙古兴安银铅冶炼有限公司|王宏玉|0476-5911101|xayqzhaopin@163.com|www.nmgxayq.com|内蒙古自治区赤峰市克什克腾旗煤电化基地冶炼小区|165740万|2007-02-01|存续|150425000002660|9115042579717316XC|79717316X|9115042579717316XC|其他有限责任公司(1190)|2007-02-01至2027-01-31|有色金属冶炼和压延加工业||2018-11-02|165740万|1000-4999人|1094|克什克腾旗工商行政管理局||Inner Mongolia Hinggan Yinqian Smelting Co.,Ltd.|内蒙古自治区赤峰市克什克腾旗煤电化基地冶炼小区附近公司|从事银、铅及其它有色金属的冶炼、加工和金属产品、硫酸等副产品的生产和经营（国家法律、法规及国务院决定应经审批的未获审批前不得生产经营）|
克什克腾旗海洲种植专业合作社|韩海洲|0476-5239218|17334465262@qq.com||克什克腾旗经棚镇解放路|307万|2008-12-29|存续|150425NA000011X|93150425561221188J|561221188|93150425561221188J|农民专业合作社(9100)||农业||2015-11-02||||克什克腾旗工商行政管理局|||克什克腾旗经棚镇解放路附近公司|农产品、农副产品、畜产品、土特产品生产、加工、销售；组织采购、供应成员所需的生产资料；组织收购、销售成员生产的产品；开展成员所需的运输、储藏、加工、包装等服务；引进新技术、新品种；开展技术培训、技术交流和咨询服务；为种业公司提供种植服务|
赤峰中信联谊新能源有限责任公司|洪铖铖|8303221|hf8371178@163.com||内蒙古自治区赤峰市克什克腾旗芝瑞镇大院村|2010万|2014-07-29|存续|150425000015279|9115042539760272XC|39760272X|9115042539760272XC|有限责任公司（非自然人投资或控股的法人独资）(1153)|2014-07-29至无固定期限|电力、热力生产和供应业||2018-09-13|2010万|||克什克腾旗工商行政管理局|||内蒙古自治区赤峰市克什克腾旗芝瑞镇大院村附近公司|风力发电;电力设备及配件销售；电力工程及机械工程施工；机械设备维修及维护；电气设备检修及维护；电力技术服务。|
克什克腾旗金星矿业有限责任公司|赵毅|13789664913|cuihaifei88@163.com||内蒙古自治区赤峰市克旗白音查干苏木金星嘎查|328万|1999-02-08|存续|150425000000800|911504251150525133|115052513|911504251150525133|其他有限责任公司(1190)|1999-02-08至2027-12-31|有色金属矿采选业||2018-09-27|328万|小于50人|29|克什克腾旗工商行政管理局|||内蒙古自治区赤峰市克旗白音查干苏木金星嘎查附近公司|铅、铜、锌、银等有色金属开采、选矿、冶炼、地质堪查|
内蒙古金湘矿业有限责任公司|胡志科|15849616933|w_wyg@126.com||内蒙古赤峰市克什克腾旗经棚镇应昌路亚美宾馆|22208.67万|2008-12-29|存续|150425000004102|9115042568341114XY|68341114X|9115042568341114XY|其他有限责任公司(1190)|2008-12-29至无固定期限|批发业||2018-08-03|11326.42万|||克什克腾旗工商行政管理局|内蒙古湘金矿业有限公司||内蒙古赤峰市克什克腾旗经棚镇应昌路亚美宾馆附近公司|矿产资源的勘探、开发|
翁牛特旗乌丹镇金地日杂商店|柳向民||||内蒙古自治区赤峰市翁牛特旗乌丹镇全宁路国土资源局楼下5号厅||2008-11-18|吊销|150426600083675||||个体户|2008-11-18至2012-11-17|零售业||2008-11-18||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇全宁路国土资源局楼下5号厅附近公司|百货、日杂零售 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
翁牛特旗乌丹镇医林化妆品店|志强||||内蒙古自治区赤峰市翁牛特旗乌丹镇同心路幸福家园南20米处|10000万|2009-03-02|吊销|150426600093773||||个体户|2009-03-02至2013-03-01|零售业||2009-03-02||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇同心路幸福家园南20米处附近公司|化妆品零售。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古双诚钢结构工程有限公司|马宝要|0476-5630595|||内蒙古赤峰市翁牛特旗玉龙工业园区北区原双成重工院内办公楼三楼（门牌号327室）|10000万|2017-10-31|存续|150426000036000|91150426MA0NL9QR3C|MA0NL9QR3|91150426MA0NL9QR3C|有限责任公司(自然人投资或控股)(1130)|2017-10-31至无固定期限|房屋建筑业||2017-10-31||||赤峰翁牛特乌丹市场监督管理所|||内蒙古赤峰市翁牛特旗玉龙工业园区北区原双成重工院内办公楼三楼（门牌号327室）附近公司|许可经营项目：无 一般经营项目：钢结构工程施工；C型钢金属复合板、彩钢板、铝镁锰板制作；金属幕墙制作；房屋建筑工程施工；机械设备制作、销售；机械租赁；园林绿化；室内外装饰装潢工程施工；建筑劳务分包；五金机电购销|
内蒙古智诚农业科技有限公司|田荣学|18706600788|||内蒙古自治区赤峰市翁牛特旗乌丹镇新华街中段路北建大房地产办公楼三楼东侧301办公室|10000万|2018-05-18|存续|150426020545173|91150426MA0PW3PQ4X|MA0PW3PQ4|91150426MA0PW3PQ4X|有限责任公司(自然人投资或控股的法人独资)(1152)|2018-05-18至无固定期限|科技推广和应用服务业||2018-05-18||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇新华街中段路北建大房地产办公楼三楼东侧301办公室附近公司|农业技术推广；家畜家禽养殖；农作物种植；林木种植；贸易代理；农业观光旅游；农副产品加工、销售；冷链仓储服务；光伏发电；电子商务(不含电信增值、金融业务)。|
内蒙古枫洹林业有限公司|刘巧瑞||||内蒙古自治区赤峰市翁牛特旗乌丹镇商贸流园区乾昌建材城10号楼3号厅|10000万|2018-06-28|存续|150426020647521|91150426MA0PXHCH1U|MA0PXHCH1|91150426MA0PXHCH1U|其他有限责任公司(1190)|2018-06-28至无固定期限|林业||2018-06-28||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇商贸流园区乾昌建材城10号楼3号厅附近公司|造林更新；林木经营与管护；林木育苗|
内蒙古五洲助康医药有限责任公司|张乃全|13848365888|418224728@qq.com||内蒙古自治区赤峰市翁牛特旗崔家营４０４－０３－３４２|10146万|2008-11-27|存续|150426000007324|911504266800446048|680044604|911504266800446048|有限责任公司（非自然人投资或控股的法人独资）(1153)|2008-11-27至2028-11-26|批发业||2017-12-29|10146万|50-99人|60|翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗崔家营４０４－０３－３４２附近公司|许可经营项目：无 一般经营项目：中成药、中药饮片、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素批发；保健食品；消杀用品（不含危险化学品）、医疗器械、化妆品、钢材、建材、服装、食品、日用百货、洗涤用品购销；中药原药种植、销售；农作物种植；种树、种草；塑钢门窗加工|
赤峰市恒泰生物农业科技开发有限公司|蔡文|13901133386|573431859@qq.com||赤峰市翁牛特旗乌丹镇畜牧兽医局院内|100万|2013-07-15|存续|150426000017246|911504260725735372|072573537|911504260725735372|有限责任公司（非自然人投资或控股的法人独资）(1153)|2013-07-15至2033-07-14|研究和试验发展||2016-10-17||||赤峰翁牛特乌丹市场监督管理所|||赤峰市翁牛特旗乌丹镇畜牧兽医局院内附近公司|许可经营项目：无 一般经营项目：农业科技开发(不含应经审批项目)；农作物种植|
翁牛特旗铭淳种植养殖专业合作社|么瑞启|15947168860|||翁牛特旗梧桐花镇和平营子村从家窝铺村民小组|1000万|2014-11-21|存续|150426NA002136X|93150426318512874W|318512874|93150426318512874W|农民专业合作社(9100)||农业||2016-06-15||||赤峰翁牛特梧桐花市场监督管理所|||翁牛特旗梧桐花镇和平营子村从家窝铺村民小组附近公司|许可经营项目：无 一般经营项目：组织采购、供应成员家畜家禽养殖、农作物种植所需的生产资料；组织销售成员生产的产品；开展成员所需的贮藏、销售等服务；引进家畜家禽养殖、农作物种植新技术、新品种，开展与家畜家禽养殖、农作物种植技术培训、技术交流和信息服务|
赤峰赢都农牧业有限公司|么瑞启|13476550000|||翁牛特旗乌丹镇清泉路南段水岸春城P-2号商业楼-32、70号厅|1000万|2016-05-26|存续|150426000028682|91150426MA0MXXPH58|MA0MXXPH5|91150426MA0MXXPH58|有限责任公司(自然人独资)(1151)|2016-05-26至无固定期限|农业||2019-03-04||||翁牛特旗市场监督管理局|||翁牛特旗乌丹镇清泉路南段水岸春城P-2号商业楼-32、70号厅附近公司|许可经营项目：无 一般经营项目：农作物种植；家禽家畜养殖；园林绿化；种树、种草、治沙；刺线、网围栏、水泥桩制作、架设；化肥、农膜、原包装种子、粮食购销；农业技术推广服务。|
赤峰鑫腾砂业有限公司|李奇厚|15835881010|sintcp@qq.com|www.lvfantu.com|翁牛特旗乌丹镇巴彦呼交嘎查少郎河南岸乌金响沙湖西（S304线公路508标桩东北处房屋）|300万|2016-11-14|存续|150426000031389|91150426MA0N09LY43|MA0N09LY4|91150426MA0N09LY43|有限责任公司（非自然人投资或控股的法人独资）(1153)|2016-11-14至无固定期限|非金属矿物制品业||2016-11-14|300万|||赤峰翁牛特乌丹市场监督管理所|||翁牛特旗乌丹镇巴彦呼交嘎查少郎河南岸乌金响沙湖西（S304线公路508标桩东北处房屋）附近公司|天然石英砂支撑剂、树脂覆膜石英砂支撑剂、陶粒支撑剂、树脂覆膜陶粒支撑剂、铸造砂、莫来石砂、陶瓷制品加工、销售、研发|
赤峰吉古日农林牧业有限公司|朱柏祥|13848869778|||翁牛特旗玉龙工业园区南区赤峰市乌丹油脂工业有限公司院内|1000万|2015-06-02|存续|150426000024411|911504263414258596|341425859|911504263414258596|有限责任公司(自然人投资或控股)(1130)|2015-06-02至无固定期限|农业||2016-07-07||||赤峰翁牛特乌丹市场监督管理所|||翁牛特旗玉龙工业园区南区赤峰市乌丹油脂工业有限公司院内附近公司|许可经营项目：无 一般经营项目：农作物种植；油牡丹、文冠果树种植；家畜家禽养殖|
翁牛特旗蒙龙养殖种植专业合作社联合社|曹景会|13734767000|||翁牛特旗五分地镇合成公村四组|560万|2015-08-05|存续|150426NA002255X|93150426341336637Q|341336637|93150426341336637Q|农民专业合作社(9100)||畜牧业||2016-05-10||||赤峰翁牛特五分地市场监督管理所|||翁牛特旗五分地镇合成公村四组附近公司|许可经营项目：无 一般经营项目：组织采购、供应成员家畜家禽养殖、农作物种植、林果种植、农机服务所需的生产资料；组织销售成员生产的产品；开展成员所需的贮藏、销售等服务；引进家畜家禽养殖、农作物种植、林果种植、农机服务新技术、新品种，开展与家畜家禽养殖、农作物种植、林果种植、农机服务技术培训、技术交流和信息服务；化肥购销|
翁牛特旗乌丹镇淘宝壹站店|张艳兵||||内蒙古自治区赤峰市翁牛特旗乌丹镇鲁王街水利局家属楼对过||2007-10-23|吊销|150426600004403||||个体户||零售业||2008-02-25||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇鲁王街水利局家属楼对过附近公司|百货、日杂、文具、小饰品零售（国家法律、法规和国务院决定规定应经审批的，未获审批前不得生产经营） (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰金灿新能源有限公司|张驰|13609816305|||翁牛特旗乌丹镇乌丹路北段东侧锦绣家园二层综合楼108室|7100万|2016-11-25|注销|150426000031653|91150426MA0N0LPY2D|MA0N0LPY2|91150426MA0N0LPY2D|其他有限责任公司(1190)|2016-11-25至无固定期限|电力、热力生产和供应业||2017-12-29||||翁牛特旗市场监督管理局|||翁牛特旗乌丹镇乌丹路北段东侧锦绣家园二层综合楼108室附近公司|许可经营项目：无 一般经营项目：光伏发电、风力发电；农作物种植、家禽家畜养殖|
赤峰市乌丹建筑有限公司|王海亭||||内蒙古自治区赤峰市翁牛特旗乌丹镇同心路|2850万|1998-09-25|吊销|1504261150223||||有限责任公司(自然人投资或控股)|1998-09-25至2009-12-07|房屋建筑业||2009-03-20||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗乌丹镇同心路附近公司|三十层以下、３０米以内垮度工业、民用房屋建筑、１００米以下构筑物施工；线路、管道设备安装，金属门窗及制品、建筑材料购销（国家法律、法规和国务院决定规定应经审批的，未获审批前不得生产经营）。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古龙谷旅游资源投资有限公司|李迪|13404888909||www.yulongshahu.com|赤峰市翁牛特旗乌丹镇乌丹路北段东侧|10825万|2012-12-05|存续|150426000015461|9115042605781948X5|05781948X|9115042605781948X5|有限责任公司(自然人投资或控股)(1130)|2012-12-05至2032-12-04|商务服务业||2017-09-01|10825万|小于50人|13|赤峰翁牛特乌丹市场监督管理所|||赤峰市翁牛特旗乌丹镇乌丹路北段东侧附近公司|许可经营项目：无 一般经营项目：旅游资源投资与经营管理；旅游景区管理；体育活动组织、体育活动策划；房屋租赁；餐饮服务；行人住宿|
翁牛特旗路源建筑工程有限公司|周贵有|15804764896|447624108@qq.com||翁牛特旗乌丹镇新华街中段路北门牌号418号|2109万|1999-06-14|存续|150426000006401|911504261150715541|115071554|911504261150715541|有限责任公司(自然人投资或控股)(1130)|1999-06-14至2049-06-13|房屋建筑业||2019-04-26|2109万|100-499人|122|翁牛特旗市场监督管理局||Wengniuteqi Luyuan Construction Engineering Co.,Ltd.|翁牛特旗乌丹镇新华街中段路北门牌号418号附近公司|土木工程建筑安装，塔式起重机拆装，塑钢制品制造销售；温室大棚制作和安装服务。（国家法律、法规和国务院决定规定应经审批的，未获审批前不得生产经营）|
赤峰科然农牧有限责任公司|乔富龙||||内蒙古自治区赤峰市乌丹镇全宁路北段西侧农牧业局三楼|1000万|2004-05-28|吊销|1504261150519||||有限责任公司(自然人投资或控股)|2004-05-28至2024-05-27|农业||2005-07-17||||翁牛特旗市场监督管理局|||内蒙古自治区赤峰市乌丹镇全宁路北段西侧农牧业局三楼附近公司|谷物蔬菜种植、禽畜养殖、农畜产品加工销售＊＊＊ (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰金色能源有限公司|阎建新|13983716426|sicdcs@163.com||翁牛特旗乌丹镇商贸物流园区中昊物流园区4号楼|500万|2014-03-06|存续|150426000019171|911504260999170106|099917010|911504260999170106|有限责任公司（非自然人投资或控股的法人独资）(1153)|2014-03-06至2044-03-06|电力、热力生产和供应业||2017-09-12||||翁牛特旗市场监督管理局|||翁牛特旗乌丹镇商贸物流园区中昊物流园区4号楼附近公司|许可经营项目：光伏发电。 一般经营项目：光伏组件销售及安装；风力发电设备销售及安装；新能源项目建设|赤峰金色能源有限公司成立于2014年03月06日，主要经营范围为许可经营项目：光伏发电等。
内蒙古晟焱建设集团有限责任公司|卢焱|0476-8173817|2729567170@qq.com||内蒙古自治区赤峰市和美工贸园区和美建材城A6-26|7000万|2012-07-20|存续|150428000014221|91150428050560217X|050560217|91150428050560217X|有限责任公司(自然人独资)(1151)|2012-07-20至2042-07-19|房屋建筑业||2018-07-16|2217万|||喀喇沁旗市场监督管理局|赤峰晟焱建筑安装工程有限公司||内蒙古自治区赤峰市和美工贸园区和美建材城A6-26附近公司|建筑安装工程施工；水、暖、电设备安装；钢结构安装；室内外装修装饰；市政工程、基础工程、机电工程施工；建筑材料销售。|
内蒙古方圆建设工程有限公司|王志敏|15847602035|nmgfyjs@163.com||内蒙古自治区赤峰市喀喇沁旗锦山镇河南西南环小区1#楼3号厅|6000万|1998-08-24|存续|150428000004443|911504287012882380|701288238|911504287012882380|其他有限责任公司(1190)|1998-08-24至2027-12-31|房屋建筑业||2019-03-26|5100万|100-499人|239|喀喇沁旗市场监督管理局|赤峰方圆建筑工程有限公司["赤峰方圆建筑工程有限公司","赤峰方圆建筑工程有限责任公司","赤峰喀喇沁旗方圆建筑工程有限公司"]查看更多|Chifeng Fangyuan Construction Engineering Co.,Ltd.|内蒙古自治区赤峰市喀喇沁旗锦山镇河南西南环小区1#楼3号厅附近公司|房屋建筑工程总承包壹级，公路工程施工总承包、市政公用工程施工总承包、水利水电工程施工总承包、机电工程施工总承包，钢结构工程专业承包、地基基础工程专业承包、建筑装饰装修工程专业承包、建筑幕墙工程专业承包、起重设备安装工程专业承包、城市及道路照明工程专业承包，园林绿化工程施工；预拌混凝土生产、销售；体育场地设施工程施工；电子与智能化工程、消防设施工程、防水防腐保温工程、机场场道工程、河湖整治工程、核工程、环保工程专业承包；物业管理；家政服务；搬家服务；房屋租赁服务。|
内蒙古药农中药材集团有限公司|邓伟|18047638897|18047638897@139.com||内蒙古自治区赤峰市喀喇沁旗牛家营子镇药材市场东侧门厅|6800万|2015-06-18|存续||91150428341346413R|341346413|91150428341346413R|有限责任公司(自然人独资)(1151)|2015-06-18至无固定期限|农业||2018-10-10|200万|||喀喇沁旗市场监督管理局|赤峰福康堂中药材有限公司["赤峰福康堂中药材有限公司","内蒙古药农中药材信息咨询有限公司"]查看更多||内蒙古自治区赤峰市喀喇沁旗牛家营子镇药材市场东侧门厅附近公司|中药材种植技术指导及药农信息咨询服务；中药材种植、经销；土特产品、农副产品购销；预包装食品、散装食品、化妆品、保健食品批发兼零售；健康咨询。|
内蒙古亿树金久农林科技发展有限公司|姜敬先|13304115303|||内蒙古自治区赤峰市喀喇沁旗和美建材城A30-14号|6800万|2018-12-21|存续||91150428MA0Q41WJ4B|MA0Q41WJ4|91150428MA0Q41WJ4B|有限责任公司(自然人投资或控股)(1130)|2018-12-21至无固定期限|林业||2018-12-21||||喀喇沁旗市场监督管理局|||内蒙古自治区赤峰市喀喇沁旗和美建材城A30-14号附近公司|造林；林木种子、种苗生产、销售；治沙；林木采伐、抚育；农业经济作物种植；家禽、家畜养殖、销售；造林绿化管理、规划设计、技术指导；林业经营、管护；木材承运；旅游观光服务。|
赤峰云铜有色金属有限公司|杨新国|0476-5822055|cfyt@yunnancopper.com|portal.yncic.com/branch/cfyt/Pages/index.aspx|内蒙古自治区赤峰市喀喇沁旗锦山工业园区|94200.756万|2006-06-06|存续|150428000006150|911504287870948631|787094863|911504287870948631|其他有限责任公司(1190)|2006-06-06至无固定期限|有色金属冶炼和压延加工业||2019-05-30||1000-4999人|1707|喀喇沁旗市场监督管理局|||内蒙古自治区赤峰市喀喇沁旗锦山工业园区附近公司|有色金属、贵金属冶炼、加工、销售；硫酸生产、销售（在《安全生产许可证》有效期内经营）；脱硫石膏、石膏制品生产、销售（未取得许可前不得生产经营）；铁精粉的生产与销售；进口铜原料（铜精矿、冰铜）；纺织、服装加工；鞋业加工、销售；工艺品加工、销售；粉煤灰砌块制造、销售；粉煤灰副产品销售；路沿砖产品系列的生产销售；农产品深加工；冶金设备制造安装；热力生产、销售；硅石矿开采（仅限于办理《采矿证》和《安全生产许可证》用）；粗制硫酸锌、硫酸铜、粗制硫酸镍、液氧、液氩、液氮、碲化铜、锡渣、粗硒、煤焦油生产、销售；机械设备修理；货物装卸；硫酸罐车租赁；冶炼技术的研发、技术转让、技术咨询、技术服务；有色金属灰渣销售。|
赤峰海济典当有限责任公司|高艳阁|15148103456|||内蒙古自治区赤峰市喀喇沁旗锦山镇河南西区（阳光花园9-B幢01015号）|1000万|2011-05-27|存续|150400000024981|911504285756603097|575660309|911504285756603097|其他有限责任公司(1190)|2011-05-27至无固定期限|货币金融服务||2014-10-22|1000万|||喀喇沁旗市场监督管理局河南街道市场监督管理所|||内蒙古自治区赤峰市喀喇沁旗锦山镇河南西区（阳光花园9-B幢01015号）附近公司|动产质押典当业务；财产权利质押典当业务；房地产（外省、自治区、直辖市的房地产或者未取得商品房预售许可证的在建工程除外）抵押典当业务；限额内绝当物品的变卖；鉴定评估及咨询服务；商务部依法批准的其他典当业务|赤峰海济典当有限责任公司成立于2011年05月27日，主要经营范围为动产质押典当业务等。
内蒙古鹏来德建材科技有限公司|蒋俊||||内蒙古自治区赤峰市宁城县汐子镇（汐子工业园区）|10000万|2018-04-25|注销|150429020475418|91150429MA0PU32987|MA0PU3298|91150429MA0PU32987|有限责任公司(自然人投资或控股)(1130)|2018-04-25至无固定期限|批发业||2018-06-27||||宁城县市场监督管理局|||内蒙古自治区赤峰市宁城县汐子镇（汐子工业园区）附近公司|新材料产品技术研发、能源产品技术研发、技术咨询服务；岩棉板、岩棉制品生产、销售；铁矿石、铁精粉、钢铁、建材、岩棉制品、煤炭、焦炭、化工产品（危险化学品除外 ）、润滑油、燃料油（易燃易爆危险化学品及其他前置许可项目除外）、沥清、有色金属、废旧金属、农产品销售；玄武岩、白云石、石灰石、高钙粉开采、销售；进出口贸易（国家禁止进出口的商品和技术除外）；仓储服务；物流服务；物流信息咨询服务。|
宁城县绿城供销有限公司|麻建民|4256065|||赤峰市宁城县天义镇朝阳街（供销联社办公楼）|200万|2013-08-02|存续|150429000020655|911504290755585439|075558543|911504290755585439|有限责任公司（非自然人投资或控股的法人独资）(1153)|2013-08-02至2033-08-01|零售业||2016-03-24|200万|||宁城县市场监督管理局|||赤峰市宁城县天义镇朝阳街（供销联社办公楼）附近公司|许可经营项目：无 一般经营项目：日用杂品、日用品、化肥、农膜销售|
宁城县黑里河旅游开发有限公司|赵文广|13947672626|||宁城县黑里河镇大坝沟种子园|1000万|2005-05-26|存续|150429000010178|911504297936029751|793602975|911504297936029751|有限责任公司(国有控股)(1140)|2005-05-26至2025-05-25|住宿业||2019-03-21|1000万|||宁城县市场监督管理局||Ningcheng County Heilihe Tourism Development Co.,Ltd.|宁城县黑里河镇大坝沟种子园附近公司|住宿、饮食服务（分公司经营）；旅游景区开发与经营管理；会议、展览及相关服务。|
内蒙古东方万旗肉牛产业有限公司|王维峰|0476-4243006||www.dfwq.com|宁城县中京工业园区|8407.07万|2001-07-31|存续|150429000000860|9115042970142704XL|70142704X|9115042970142704XL|有限责任公司(自然人投资或控股)(1130)|2001-07-31至2026-07-30|畜牧业||2017-03-30|8407.07万|100-499人|138|宁城县市场监督管理局|||宁城县中京工业园区附近公司|许可经营项目：无 一般经营项目：畜类育种、改良、推广及技术服务；食品、肉制品及肉类副产品加工、销售；牲畜饲养、育肥、屠宰、加工、销售；进出口贸易（国家禁止进出口的商品和技术除外）|内蒙古东方万旗肉牛产业有限公司是在实施西部开发战略过程中，为充分发挥内蒙古大草原绿色无污染的环境和自然优势，带动区域经济发展而建立的肉牛产业化公司。现有资产2.05亿元，注册资本5500万元人民币。公司实施的肉牛产业化项目被列为国家农副产品深加工食品工业示范项目，是国家扶贫龙头企业、自治区农牧业产业化重点龙头企业。
